product_id,category,name,brand,size,price,mrp,discount_percent,rack_location,in_stock,health_tags
231,Pulses,Chana Dal 1 L Modern,Modern,1 L,225.93,282.41,20,A01-R01-S03,1,snack
232,Pulses,Chana Dal 250 g Modern,Modern,250 g,294.79,310.3,5,A02-R02-S04,1,snack
233,Biscuits,Marie Gold 200 ml Parle,Parle,200 ml,185.68,206.31,10,A03-R03-S05,1,snack;diabetic friendly;kids
234,Beverages,Mango Drink 100 g Aashirvaad,Aashirvaad,100 g,568.06,668.31,15,A04-R04-S06,1,protein;kids;low sugar
235,Beverages,Cola 1 L Lays,Lays,1 L,433.53,510.03,15,A05-R05-S01,0,high fibre;snack
236,Dairy,Paneer 200 ml Amul,Amul,200 ml,192.33,213.7,10,A06-R01-S02,0,snack;low fat;high fibre
237,Pulses,Moong Dal 500 g Lays,Lays,500 g,242.55,255.32,5,A07-R02-S03,1,staple;low fat
238,Biscuits,Milk Bikis 500 g Modern,Modern,500 g,373.08,414.53,10,A08-R03-S04,1,low sugar;snack;protein
239,Biscuits,Bourbon 500 g Aashirvaad,Aashirvaad,500 g,255.56,283.95,10,A09-R04-S05,1,kids;diabetic friendly;low sugar
240,Pulses,Chana Dal 250 g Britannia,Britannia,250 g,651.31,685.59,5,A10-R05-S06,1,low fat;protein;snack
241,Dairy,Paneer 500 g Fortune,Fortune,500 g,611.15,611.15,0,A01-R01-S01,1,snack
242,Bread,Brown Bread 500 g Aashirvaad,Aashirvaad,500 g,105.6,111.16,5,A02-R02-S02,1,protein;low sugar
243,Biscuits,Good Day 500 g Amul,Amul,500 g,483.25,536.94,10,A03-R03-S03,1,kids;snack;low sugar
244,Rice,Basmati Rice 200 g Fortune,Fortune,200 g,194.24,228.52,15,A04-R04-S04,1,diabetic friendly;protein
245,Oil,Groundnut Oil 100 g Parle,Parle,100 g,443.13,521.33,15,A05-R05-S05,1,low fat
246,Oil,Mustard Oil 1 L Aashirvaad,Aashirvaad,1 L,445.78,495.31,10,A06-R01-S06,0,snack;high fibre
247,Snacks,Khakhra 1 kg Parle,Parle,1 kg,261.25,275.0,5,A07-R02-S01,1,low sugar;protein
248,Dairy,Paneer 1 kg DMart,DMart,1 kg,187.75,234.69,20,A08-R03-S02,1,staple
249,Oil,Sunflower Oil 200 g Lays,Lays,200 g,645.9,679.9,5,A09-R04-S03,1,low fat
250,Snacks,Khakhra 1 L DMart,DMart,1 L,347.44,434.3,20,A10-R05-S04,1,low sugar
251,Beverages,Soda 500 ml Lays,Lays,500 ml,541.98,541.98,0,A01-R01-S05,1,high fibre;low fat
252,Biscuits,Milk Bikis 2 kg Fortune,Fortune,2 kg,789.15,789.15,0,A02-R02-S06,1,staple;snack
253,Oil,Sunflower Oil 100 g Lays,Lays,100 g,229.49,254.99,10,A03-R03-S01,1,staple;kids
254,Pulses,Chana Dal 2 kg Parle,Parle,2 kg,206.98,206.98,0,A04-R04-S02,1,staple;low sugar
255,Bread,Whole Wheat Bread 500 ml Parle,Parle,500 ml,719.83,799.81,10,A05-R05-S03,1,staple
256,Pulses,Toor Dal 500 g Amul,Amul,500 g,234.58,293.22,20,A06-R01-S04,1,snack;staple
257,Beverages,Cola 1 L Britannia,Britannia,1 L,285.66,357.08,20,A07-R02-S05,1,low fat;kids
258,Dairy,Toned Milk 1 kg Aashirvaad,Aashirvaad,1 kg,668.33,786.27,15,A08-R03-S06,0,diabetic friendly;kids
259,Beverages,Mango Drink 100 g Aashirvaad,Aashirvaad,100 g,637.38,670.93,5,A09-R04-S01,1,low sugar
260,Biscuits,Good Day 2 kg Lays,Lays,2 kg,254.82,283.13,10,A10-R05-S02,1,low sugar
261,Dairy,Paneer 500 ml Modern,Modern,500 ml,621.26,776.58,20,A01-R01-S03,1,low sugar;protein
262,Bread,Brown Bread 1 kg Aashirvaad,Aashirvaad,1 kg,503.39,529.88,5,A02-R02-S04,1,low fat;high fibre
263,Biscuits,Bourbon 1 L Britannia,Britannia,1 L,430.53,538.16,20,A03-R03-S05,1,high fibre;snack;diabetic friendly
264,Beverages,Orange Juice 1 L DMart,DMart,1 L,515.33,644.16,20,A04-R04-S06,1,protein;low sugar;low fat
265,Bread,Whole Wheat Bread 500 ml India Gate,India Gate,500 ml,563.9,593.58,5,A05-R05-S01,1,low sugar;staple;high fibre
266,Rice,Basmati Rice 250 g India Gate,India Gate,250 g,609.52,677.24,10,A06-R01-S02,1,high fibre;low fat
267,Pulses,Chana Dal 200 g Modern,Modern,200 g,216.35,240.39,10,A07-R02-S03,1,snack;low fat;staple
268,Snacks,Potato Chips 200 ml Lays,Lays,200 ml,702.43,739.4,5,A08-R03-S04,1,snack;kids;protein
269,Bread,Brown Bread 2 kg Aashirvaad,Aashirvaad,2 kg,349.1,349.1,0,A09-R04-S05,1,low sugar
270,Bread,Brown Bread 500 g Amul,Amul,500 g,470.87,553.96,15,A10-R05-S06,1,low sugar;snack
271,Beverages,Soda 1 kg Lays,Lays,1 kg,440.46,518.19,15,A01-R01-S01,1,staple
272,Rice,Regular Rice 200 ml Modern,Modern,200 ml,258.73,323.41,20,A02-R02-S02,1,diabetic friendly
273,Pulses,Moong Dal 250 g Aashirvaad,Aashirvaad,250 g,501.95,557.72,10,A03-R03-S03,1,high fibre
274,Bread,Brown Bread 1 L Modern,Modern,1 L,170.88,189.87,10,A04-R04-S04,0,staple;diabetic friendly
275,Oil,Sunflower Oil 500 g Aashirvaad,Aashirvaad,500 g,45.47,53.49,15,A05-R05-S05,1,diabetic friendly
276,Bread,Brown Bread 500 g Aashirvaad,Aashirvaad,500 g,51.58,51.58,0,A06-R01-S06,1,low fat
277,Biscuits,Marie Gold 200 ml Amul,Amul,200 ml,136.58,136.58,0,A07-R02-S01,1,kids;low sugar;staple
278,Pulses,Toor Dal 1 kg DMart,DMart,1 kg,202.17,224.63,10,A08-R03-S02,1,protein;staple
279,Dairy,Cheese Slices 500 ml DMart,DMart,500 ml,460.0,511.11,10,A09-R04-S03,1,low sugar;snack
280,Beverages,Mango Drink 2 kg Parle,Parle,2 kg,417.93,491.68,15,A10-R05-S04,1,low fat
281,Beverages,Soda 100 g Parle,Parle,100 g,379.91,379.91,0,A01-R01-S05,1,low fat
282,Beverages,Soda 100 g Parle,Parle,100 g,168.39,177.25,5,A02-R02-S06,1,low fat
283,Bread,Whole Wheat Bread 200 g Lays,Lays,200 g,303.54,357.11,15,A03-R03-S01,1,low fat;diabetic friendly
284,Dairy,Toned Milk 500 g Lays,Lays,500 g,631.04,742.4,15,A04-R04-S02,0,low sugar
285,Bread,Whole Wheat Bread 100 g Lays,Lays,100 g,764.4,764.4,0,A05-R05-S03,1,high fibre;kids
286,Beverages,Orange Juice 200 g Aashirvaad,Aashirvaad,200 g,523.22,654.03,20,A06-R01-S04,1,snack
287,Biscuits,Marie Gold 200 g Aashirvaad,Aashirvaad,200 g,696.03,732.66,5,A07-R02-S05,1,protein;snack
288,Bread,Brown Bread 200 ml Aashirvaad,Aashirvaad,200 ml,276.01,290.54,5,A08-R03-S06,1,snack;staple
289,Dairy,Cheese Slices 1 L India Gate,India Gate,1 L,338.44,423.05,20,A09-R04-S01,1,snack;protein
290,Pulses,Chana Dal 500 g Parle,Parle,500 g,40.3,42.42,5,A10-R05-S02,1,diabetic friendly
291,Oil,Mustard Oil 200 g Lays,Lays,200 g,535.01,629.42,15,A01-R01-S03,1,low fat;staple
292,Bread,Brown Bread 500 ml Modern,Modern,500 ml,272.15,286.47,5,A02-R02-S04,1,diabetic friendly
293,Beverages,Mango Drink 1 L Aashirvaad,Aashirvaad,1 L,361.1,401.22,10,A03-R03-S05,1,kids;staple;high fibre
294,Biscuits,Milk Bikis 500 ml Parle,Parle,500 ml,618.23,650.77,5,A04-R04-S06,1,diabetic friendly;protein;high fibre
295,Beverages,Soda 2 kg Parle,Parle,2 kg,346.57,364.81,5,A05-R05-S01,1,diabetic friendly;staple;low sugar
296,Rice,Regular Rice 2 kg Aashirvaad,Aashirvaad,2 kg,214.41,225.7,5,A06-R01-S02,1,low sugar;staple
297,Bread,White Bread 200 g Britannia,Britannia,200 g,425.66,425.66,0,A07-R02-S03,1,diabetic friendly;staple
298,Snacks,Namkeen 200 ml Fortune,Fortune,200 ml,711.94,711.94,0,A08-R03-S04,1,low sugar;protein
299,Beverages,Orange Juice 1 L DMart,DMart,1 L,638.04,750.64,15,A09-R04-S05,1,snack;diabetic friendly
300,Bread,Brown Bread 100 g Modern,Modern,100 g,362.71,403.01,10,A10-R05-S06,1,kids;protein;low fat
301,Biscuits,Marie Gold 500 ml DMart,DMart,500 ml,80.86,80.86,0,A01-R01-S01,1,low sugar;diabetic friendly
302,Oil,Groundnut Oil 500 ml Parle,Parle,500 ml,305.62,305.62,0,A02-R02-S02,1,low fat
303,Dairy,Paneer 200 ml Lays,Lays,200 ml,294.88,346.92,15,A03-R03-S03,1,staple;protein
304,Biscuits,Marie Gold 100 g Amul,Amul,100 g,463.94,463.94,0,A04-R04-S04,1,diabetic friendly;low fat
305,Dairy,Paneer 1 kg Britannia,Britannia,1 kg,265.15,279.1,5,A05-R05-S05,1,protein
306,Dairy,Cheese Slices 200 ml Fortune,Fortune,200 ml,656.39,690.94,5,A06-R01-S06,1,low sugar;high fibre
307,Snacks,Khakhra 1 L India Gate,India Gate,1 L,482.43,603.04,20,A07-R02-S01,1,snack;kids;low sugar
308,Rice,Regular Rice 500 ml Amul,Amul,500 ml,228.23,228.23,0,A08-R03-S02,1,high fibre;protein
309,Rice,Basmati Rice 2 kg Fortune,Fortune,2 kg,450.97,530.55,15,A09-R04-S03,1,low sugar;low fat
310,Dairy,Cheese Slices 200 ml India Gate,India Gate,200 ml,442.36,442.36,0,A10-R05-S04,1,low sugar
311,Oil,Sunflower Oil 500 ml India Gate,India Gate,500 ml,26.56,33.2,20,A01-R01-S05,1,low fat;kids;staple
312,Biscuits,Milk Bikis 2 kg Parle,Parle,2 kg,305.7,382.12,20,A02-R02-S06,1,diabetic friendly;staple;high fibre
313,Bread,Brown Bread 200 g Modern,Modern,200 g,419.71,441.8,5,A03-R03-S01,1,snack;diabetic friendly;low fat
314,Dairy,Paneer 100 g Parle,Parle,100 g,311.63,389.54,20,A04-R04-S02,1,low fat;kids;staple
315,Biscuits,Milk Bikis 2 kg Amul,Amul,2 kg,248.15,248.15,0,A05-R05-S03,1,kids;protein;diabetic friendly
316,Biscuits,Good Day 500 g Parle,Parle,500 g,377.78,419.76,10,A06-R01-S04,1,high fibre
317,Bread,White Bread 200 g Modern,Modern,200 g,629.05,629.05,0,A07-R02-S05,1,snack;diabetic friendly;protein
318,Dairy,Paneer 500 ml Britannia,Britannia,500 ml,706.39,784.88,10,A08-R03-S06,1,protein;snack;high fibre
319,Beverages,Orange Juice 2 kg Amul,Amul,2 kg,568.38,568.38,0,A09-R04-S01,0,low fat
320,Pulses,Toor Dal 500 g DMart,DMart,500 g,245.2,306.5,20,A10-R05-S02,1,high fibre
321,Snacks,Khakhra 200 g Fortune,Fortune,200 g,501.0,626.25,20,A01-R01-S03,1,low fat;protein
322,Biscuits,Milk Bikis 500 ml Lays,Lays,500 ml,584.91,731.14,20,A02-R02-S04,0,kids
323,Oil,Groundnut Oil 200 g Parle,Parle,200 g,676.92,712.55,5,A03-R03-S05,1,low fat;staple;low sugar
324,Dairy,Curd 2 kg DMart,DMart,2 kg,96.18,96.18,0,A04-R04-S06,1,diabetic friendly;staple;snack
325,Rice,Sona Masoori 500 g DMart,DMart,500 g,102.99,114.43,10,A05-R05-S01,1,high fibre
326,Pulses,Toor Dal 2 kg India Gate,India Gate,2 kg,187.22,220.26,15,A06-R01-S02,1,high fibre;low fat;snack
327,Oil,Mustard Oil 500 ml Aashirvaad,Aashirvaad,500 ml,558.29,697.86,20,A07-R02-S03,1,diabetic friendly;low fat
328,Dairy,Toned Milk 100 g Modern,Modern,100 g,669.46,704.69,5,A08-R03-S04,1,low sugar
329,Snacks,Potato Chips 500 g Lays,Lays,500 g,452.78,452.78,0,A09-R04-S05,1,diabetic friendly;high fibre
330,Snacks,Potato Chips 100 g Amul,Amul,100 g,157.38,157.38,0,A10-R05-S06,1,low sugar;snack;low fat
331,Bread,Brown Bread 100 g Britannia,Britannia,100 g,549.43,578.35,5,A01-R01-S01,0,staple;low fat;snack
332,Snacks,Khakhra 2 kg Lays,Lays,2 kg,233.85,259.83,10,A02-R02-S02,1,high fibre
333,Oil,Groundnut Oil 1 L Modern,Modern,1 L,667.78,702.93,5,A03-R03-S03,1,low fat;staple
334,Beverages,Orange Juice 200 ml Fortune,Fortune,200 ml,582.44,582.44,0,A04-R04-S04,1,low fat
335,Pulses,Chana Dal 2 kg India Gate,India Gate,2 kg,614.08,722.45,15,A05-R05-S05,1,high fibre;low fat;low sugar
336,Dairy,Paneer 200 g Parle,Parle,200 g,20.98,26.23,20,A06-R01-S06,1,staple;high fibre
337,Pulses,Toor Dal 250 g Fortune,Fortune,250 g,81.12,85.39,5,A07-R02-S01,0,low fat;snack;staple
338,Biscuits,Marie Gold 500 ml Modern,Modern,500 ml,232.92,291.15,20,A08-R03-S02,1,high fibre;protein;low fat
339,Rice,Sona Masoori 200 g Amul,Amul,200 g,486.19,511.78,5,A09-R04-S03,1,high fibre
340,Biscuits,Marie Gold 200 g Lays,Lays,200 g,495.68,619.6,20,A10-R05-S04,1,diabetic friendly;kids
341,Snacks,Potato Chips 100 g Modern,Modern,100 g,58.77,65.3,10,A01-R01-S05,1,low sugar;staple
342,Oil,Mustard Oil 250 g Lays,Lays,250 g,359.22,378.13,5,A02-R02-S06,1,low sugar;protein
343,Oil,Mustard Oil 500 ml Aashirvaad,Aashirvaad,500 ml,591.29,695.63,15,A03-R03-S01,1,diabetic friendly;staple;low sugar
344,Oil,Mustard Oil 200 g DMart,DMart,200 g,423.89,498.69,15,A04-R04-S02,0,low sugar;low fat;protein
345,Biscuits,Marie Gold 1 kg DMart,DMart,1 kg,338.99,376.65,10,A05-R05-S03,1,kids;diabetic friendly
346,Bread,Brown Bread 500 ml Britannia,Britannia,500 ml,624.39,693.77,10,A06-R01-S04,1,snack;protein;low fat
347,Oil,Sunflower Oil 100 g Parle,Parle,100 g,393.84,463.34,15,A07-R02-S05,1,kids
348,Bread,White Bread 2 kg Fortune,Fortune,2 kg,312.98,391.23,20,A08-R03-S06,1,low sugar;staple;high fibre
349,Beverages,Soda 2 kg Amul,Amul,2 kg,502.45,628.06,20,A09-R04-S01,1,high fibre;protein;snack
350,Snacks,Namkeen 200 g Parle,Parle,200 g,463.82,545.67,15,A10-R05-S02,0,diabetic friendly
351,Beverages,Cola 500 g Aashirvaad,Aashirvaad,500 g,548.39,685.49,20,A01-R01-S03,1,staple;low fat;diabetic friendly
352,Pulses,Moong Dal 500 ml Fortune,Fortune,500 ml,261.65,327.06,20,A02-R02-S04,1,high fibre;low fat;kids
353,Biscuits,Milk Bikis 250 g Lays,Lays,250 g,307.83,307.83,0,A03-R03-S05,1,high fibre;low sugar;staple
354,Biscuits,Bourbon 200 ml Parle,Parle,200 ml,189.73,199.72,5,A04-R04-S06,1,low sugar;high fibre
355,Biscuits,Milk Bikis 200 g DMart,DMart,200 g,109.26,128.54,15,A05-R05-S01,1,diabetic friendly;low sugar
356,Snacks,Potato Chips 100 g DMart,DMart,100 g,345.34,345.34,0,A06-R01-S02,1,kids;diabetic friendly
357,Rice,Sona Masoori 200 g Amul,Amul,200 g,132.86,166.07,20,A07-R02-S03,1,low fat
358,Pulses,Chana Dal 500 ml Parle,Parle,500 ml,638.78,709.76,10,A08-R03-S04,1,high fibre;low fat
359,Beverages,Mango Drink 200 g Parle,Parle,200 g,553.03,582.14,5,A09-R04-S05,0,low sugar
360,Rice,Sona Masoori 500 g Lays,Lays,500 g,674.11,709.59,5,A10-R05-S06,1,kids;snack
361,Beverages,Cola 1 kg Lays,Lays,1 kg,570.83,600.87,5,A01-R01-S01,1,kids
362,Rice,Basmati Rice 250 g Britannia,Britannia,250 g,40.75,42.89,5,A02-R02-S02,1,kids;low sugar;snack
363,Bread,Brown Bread 2 kg Aashirvaad,Aashirvaad,2 kg,502.12,528.55,5,A03-R03-S03,1,high fibre;protein;kids
364,Snacks,Namkeen 100 g India Gate,India Gate,100 g,337.56,355.33,5,A04-R04-S04,1,low sugar
365,Beverages,Orange Juice 2 kg Britannia,Britannia,2 kg,194.0,228.23,15,A05-R05-S05,1,high fibre;low sugar;diabetic friendly
366,Oil,Groundnut Oil 200 ml Britannia,Britannia,200 ml,80.05,80.05,0,A06-R01-S06,1,snack;low sugar;diabetic friendly
367,Snacks,Namkeen 100 g Parle,Parle,100 g,114.42,120.44,5,A07-R02-S01,1,low fat
368,Biscuits,Milk Bikis 500 ml Aashirvaad,Aashirvaad,500 ml,160.31,178.12,10,A08-R03-S02,1,high fibre
369,Oil,Groundnut Oil 500 ml India Gate,India Gate,500 ml,619.63,728.98,15,A09-R04-S03,1,staple
370,Pulses,Toor Dal 200 g India Gate,India Gate,200 g,503.83,592.74,15,A10-R05-S04,1,kids;staple
371,Bread,White Bread 1 L Modern,Modern,1 L,557.86,656.31,15,A01-R01-S05,1,low sugar
372,Beverages,Orange Juice 200 g Aashirvaad,Aashirvaad,200 g,137.23,144.45,5,A02-R02-S06,1,low sugar;snack;protein
373,Biscuits,Milk Bikis 100 g Modern,Modern,100 g,300.22,353.2,15,A03-R03-S01,1,low sugar
374,Oil,Mustard Oil 200 g DMart,DMart,200 g,586.84,733.55,20,A04-R04-S02,0,high fibre;snack
375,Snacks,Potato Chips 250 g Lays,Lays,250 g,488.36,542.62,10,A05-R05-S03,1,staple
376,Pulses,Moong Dal 200 ml Britannia,Britannia,200 ml,434.35,482.61,10,A06-R01-S04,1,diabetic friendly
377,Rice,Regular Rice 1 kg Parle,Parle,1 kg,241.13,253.82,5,A07-R02-S05,1,staple
378,Beverages,Cola 200 ml Amul,Amul,200 ml,670.0,705.26,5,A08-R03-S06,1,snack;low fat
379,Bread,Whole Wheat Bread 500 ml Aashirvaad,Aashirvaad,500 ml,589.6,620.63,5,A09-R04-S01,1,high fibre;protein
380,Snacks,Potato Chips 1 L Britannia,Britannia,1 L,48.12,56.61,15,A10-R05-S02,1,staple;protein;low fat
381,Dairy,Paneer 1 L Aashirvaad,Aashirvaad,1 L,775.87,775.87,0,A01-R01-S03,1,diabetic friendly
382,Dairy,Cheese Slices 100 g Fortune,Fortune,100 g,108.7,114.42,5,A02-R02-S04,1,low sugar;kids
383,Pulses,Moong Dal 1 kg India Gate,India Gate,1 kg,596.65,745.81,20,A03-R03-S05,1,diabetic friendly
384,Dairy,Toned Milk 250 g Fortune,Fortune,250 g,444.87,556.09,20,A04-R04-S06,1,snack;kids;high fibre
385,Biscuits,Milk Bikis 200 g DMart,DMart,200 g,578.1,722.62,20,A05-R05-S01,1,staple;high fibre;diabetic friendly
386,Biscuits,Milk Bikis 1 kg Amul,Amul,1 kg,260.7,306.71,15,A06-R01-S02,0,diabetic friendly;kids
387,Pulses,Toor Dal 200 g Parle,Parle,200 g,29.38,36.73,20,A07-R02-S03,1,low sugar;high fibre;kids
388,Bread,Brown Bread 200 ml India Gate,India Gate,200 ml,341.14,401.34,15,A08-R03-S04,1,diabetic friendly;snack
389,Snacks,Potato Chips 1 kg Britannia,Britannia,1 kg,509.02,509.02,0,A09-R04-S05,1,protein
390,Beverages,Soda 200 ml Modern,Modern,200 ml,423.04,528.8,20,A10-R05-S06,1,snack;staple;low sugar
391,Snacks,Namkeen 500 ml Lays,Lays,500 ml,457.89,572.36,20,A01-R01-S01,1,snack
392,Beverages,Mango Drink 1 L Lays,Lays,1 L,583.97,614.71,5,A02-R02-S02,1,high fibre;snack;low fat
393,Dairy,Curd 250 g Britannia,Britannia,250 g,143.59,143.59,0,A03-R03-S03,1,low sugar;diabetic friendly;kids
394,Bread,Whole Wheat Bread 500 g Lays,Lays,500 g,234.54,293.18,20,A04-R04-S04,1,low fat
395,Snacks,Mixture 200 ml India Gate,India Gate,200 ml,350.5,438.13,20,A05-R05-S05,1,staple;low fat;low sugar
396,Oil,Mustard Oil 200 g Fortune,Fortune,200 g,761.78,761.78,0,A06-R01-S06,1,protein;staple;low fat
397,Dairy,Paneer 500 ml Modern,Modern,500 ml,319.06,319.06,0,A07-R02-S01,1,low fat;high fibre;snack
398,Pulses,Moong Dal 200 g Amul,Amul,200 g,137.49,161.75,15,A08-R03-S02,1,diabetic friendly;snack;staple
399,Beverages,Mango Drink 100 g Parle,Parle,100 g,525.96,584.4,10,A09-R04-S03,1,protein
400,Bread,Whole Wheat Bread 200 g Britannia,Britannia,200 g,40.16,44.62,10,A10-R05-S04,1,kids;staple;protein
401,Dairy,Paneer 250 g Lays,Lays,250 g,659.78,694.51,5,A01-R01-S05,1,low fat;protein;kids
402,Pulses,Moong Dal 200 g Fortune,Fortune,200 g,137.18,144.4,5,A02-R02-S06,1,staple;low sugar
403,Biscuits,Good Day 100 g India Gate,India Gate,100 g,717.96,717.96,0,A03-R03-S01,1,staple;snack
404,Dairy,Paneer 500 g Britannia,Britannia,500 g,27.55,34.44,20,A04-R04-S02,1,staple
405,Dairy,Cheese Slices 200 g Britannia,Britannia,200 g,676.17,795.49,15,A05-R05-S03,1,kids;protein;diabetic friendly
406,Rice,Basmati Rice 200 ml Parle,Parle,200 ml,183.63,204.03,10,A06-R01-S04,0,low sugar
407,Rice,Regular Rice 200 g DMart,DMart,200 g,246.14,246.14,0,A07-R02-S05,1,low fat
408,Pulses,Toor Dal 2 kg Parle,Parle,2 kg,503.66,530.17,5,A08-R03-S06,1,high fibre;kids;staple
409,Biscuits,Milk Bikis 500 g Britannia,Britannia,500 g,249.82,277.58,10,A09-R04-S01,1,high fibre
410,Bread,White Bread 200 ml Lays,Lays,200 ml,716.65,796.28,10,A10-R05-S02,1,diabetic friendly;low fat;snack
411,Bread,Brown Bread 200 ml DMart,DMart,200 ml,472.41,497.27,5,A01-R01-S03,1,protein
412,Rice,Regular Rice 500 g Aashirvaad,Aashirvaad,500 g,597.91,664.34,10,A02-R02-S04,1,snack;high fibre;low sugar
413,Snacks,Mixture 2 kg Amul,Amul,2 kg,283.92,315.47,10,A03-R03-S05,1,snack
414,Biscuits,Marie Gold 200 ml Parle,Parle,200 ml,143.8,179.75,20,A04-R04-S06,0,kids
415,Bread,Whole Wheat Bread 200 g Britannia,Britannia,200 g,259.58,273.24,5,A05-R05-S01,1,low fat;high fibre
416,Biscuits,Milk Bikis 200 g India Gate,India Gate,200 g,471.29,554.46,15,A06-R01-S02,1,diabetic friendly;low fat
417,Pulses,Toor Dal 100 g India Gate,India Gate,100 g,626.65,696.28,10,A07-R02-S03,1,low fat;protein;snack
418,Bread,Brown Bread 1 L India Gate,India Gate,1 L,250.56,294.78,15,A08-R03-S04,1,low sugar;high fibre;snack
419,Dairy,Paneer 2 kg Fortune,Fortune,2 kg,29.35,29.35,0,A09-R04-S05,1,high fibre;low fat
420,Biscuits,Marie Gold 100 g Fortune,Fortune,100 g,542.14,677.67,20,A10-R05-S06,1,snack;diabetic friendly
421,Rice,Sona Masoori 1 L Lays,Lays,1 L,679.66,755.18,10,A01-R01-S01,1,high fibre
422,Pulses,Moong Dal 100 g Fortune,Fortune,100 g,265.22,331.52,20,A02-R02-S02,1,protein
423,Biscuits,Good Day 500 ml Britannia,Britannia,500 ml,172.82,216.02,20,A03-R03-S03,1,diabetic friendly;low fat
424,Oil,Sunflower Oil 500 g Amul,Amul,500 g,277.56,346.95,20,A04-R04-S04,1,protein;high fibre;snack
425,Bread,Whole Wheat Bread 500 g India Gate,India Gate,500 g,529.05,587.83,10,A05-R05-S05,1,high fibre;snack;staple
426,Dairy,Curd 1 kg India Gate,India Gate,1 kg,301.9,335.45,10,A06-R01-S06,1,diabetic friendly;staple
427,Bread,White Bread 2 kg Modern,Modern,2 kg,114.14,142.68,20,A07-R02-S01,1,protein;snack;low sugar
428,Bread,White Bread 500 g DMart,DMart,500 g,168.82,187.58,10,A08-R03-S02,1,staple
429,Rice,Regular Rice 500 ml Amul,Amul,500 ml,139.62,146.97,5,A09-R04-S03,1,protein;kids
430,Beverages,Soda 2 kg India Gate,India Gate,2 kg,657.23,730.25,10,A10-R05-S04,1,snack;protein;kids
431,Pulses,Moong Dal 100 g Modern,Modern,100 g,269.78,337.22,20,A01-R01-S05,1,low sugar
432,Beverages,Orange Juice 1 kg Britannia,Britannia,1 kg,375.79,375.79,0,A02-R02-S06,1,protein
433,Rice,Sona Masoori 1 kg Aashirvaad,Aashirvaad,1 kg,234.31,292.89,20,A03-R03-S01,1,staple;snack;high fibre
434,Beverages,Cola 250 g Britannia,Britannia,250 g,349.44,367.83,5,A04-R04-S02,1,high fibre;diabetic friendly
435,Beverages,Soda 500 ml Modern,Modern,500 ml,541.45,569.95,5,A05-R05-S03,1,snack;low sugar;diabetic friendly
436,Biscuits,Bourbon 2 kg Modern,Modern,2 kg,166.76,166.76,0,A06-R01-S04,1,kids;staple;protein
437,Snacks,Mixture 1 L DMart,DMart,1 L,578.1,578.1,0,A07-R02-S05,1,high fibre;diabetic friendly
438,Beverages,Orange Juice 200 g Lays,Lays,200 g,25.26,28.07,10,A08-R03-S06,1,snack;high fibre;staple
439,Oil,Sunflower Oil 1 kg Modern,Modern,1 kg,616.55,725.35,15,A09-R04-S01,1,low sugar;protein;staple
440,Oil,Groundnut Oil 1 L Amul,Amul,1 L,182.24,214.4,15,A10-R05-S02,1,kids;low sugar
441,Biscuits,Milk Bikis 250 g Britannia,Britannia,250 g,345.33,345.33,0,A01-R01-S03,1,diabetic friendly;staple;high fibre
442,Rice,Regular Rice 200 g DMart,DMart,200 g,674.09,709.57,5,A02-R02-S04,1,protein;low fat;diabetic friendly
443,Bread,Brown Bread 500 ml India Gate,India Gate,500 ml,498.25,622.81,20,A03-R03-S05,1,low fat;diabetic friendly;high fibre
444,Oil,Sunflower Oil 250 g Modern,Modern,250 g,203.63,254.54,20,A04-R04-S06,1,staple
445,Pulses,Moong Dal 500 g DMart,DMart,500 g,720.9,720.9,0,A05-R05-S01,1,protein;diabetic friendly
446,Snacks,Mixture 200 g Modern,Modern,200 g,582.68,613.35,5,A06-R01-S02,1,staple;diabetic friendly
447,Beverages,Mango Drink 2 kg Amul,Amul,2 kg,39.2,41.26,5,A07-R02-S03,1,high fibre;protein
448,Bread,White Bread 200 g Britannia,Britannia,200 g,256.18,269.66,5,A08-R03-S04,1,high fibre;snack
449,Rice,Regular Rice 500 g Britannia,Britannia,500 g,386.81,386.81,0,A09-R04-S05,1,low fat;staple
450,Dairy,Paneer 200 g Aashirvaad,Aashirvaad,200 g,422.05,496.53,15,A10-R05-S06,1,protein
451,Pulses,Chana Dal 1 kg Modern,Modern,1 kg,769.94,769.94,0,A01-R01-S01,1,kids
452,Biscuits,Good Day 200 ml Aashirvaad,Aashirvaad,200 ml,600.53,750.66,20,A02-R02-S02,1,protein;diabetic friendly;low sugar
453,Rice,Regular Rice 200 g Aashirvaad,Aashirvaad,200 g,189.98,223.51,15,A03-R03-S03,1,diabetic friendly;high fibre;snack
454,Bread,Whole Wheat Bread 250 g India Gate,India Gate,250 g,261.03,307.09,15,A04-R04-S04,1,low sugar;staple;diabetic friendly
455,Snacks,Namkeen 200 g Parle,Parle,200 g,105.89,117.66,10,A05-R05-S05,1,high fibre;snack
456,Snacks,Potato Chips 1 kg Britannia,Britannia,1 kg,291.72,364.65,20,A06-R01-S06,1,low fat
457,Pulses,Toor Dal 1 kg Amul,Amul,1 kg,545.58,606.2,10,A07-R02-S01,1,staple
458,Oil,Groundnut Oil 100 g Lays,Lays,100 g,154.3,192.87,20,A08-R03-S02,1,staple;snack
